STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,partner,Geopolitical entity (partner),unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,LV,Latvia,2019,,8692,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,LV,Latvia,2020,,6334,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,LV,Latvia,2021,,8993,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,LV,Latvia,2022,,34628,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,LV,Latvia,2023,,14774,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,ME,Montenegro,2013,,4332,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,ME,Montenegro,2014,,4601,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,ME,Montenegro,2016,,4268,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,ME,Montenegro,2017,,5835,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,ME,Montenegro,2018,,7873,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,ME,Montenegro,2019,,9939,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,ME,Montenegro,2020,,5551,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,ME,Montenegro,2022,,14887,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,ME,Montenegro,2023,,16729,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,MK,North Macedonia,2013,,1657,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,MK,North Macedonia,2014,,1473,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,MK,North Macedonia,2015,,1361,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,MK,North Macedonia,2016,,1869,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,MK,North Macedonia,2017,,1671,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,MK,North Macedonia,2018,,1669,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,MK,North Macedonia,2019,,1785,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,MK,North Macedonia,2020,,2216,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,MK,North Macedonia,2021,,1272,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,MK,North Macedonia,2022,,2114,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,MT,Malta,2020,,9203,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,MT,Malta,2021,,9668,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,MT,Malta,2022,,26837,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,MT,Malta,2023,,34176,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,NL,Netherlands,2013,,64353,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,NL,Netherlands,2014,,74455,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,NL,Netherlands,2015,,94789,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,NL,Netherlands,2016,,112884,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,NL,Netherlands,2017,,104228,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,NL,Netherlands,2018,,103724,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,NL,Netherlands,2019,,115765,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,NL,Netherlands,2020,,89334,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,NL,Netherlands,2021,,107116,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,NL,Netherlands,2022,,212416,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,NL,Netherlands,2023,,159735,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,NO,Norway,2013,,27951,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,NO,Norway,2014,,28014,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,NO,Norway,2015,,30702,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,NO,Norway,2016,,37229,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,NO,Norway,2017,,30360,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,NO,Norway,2018,,25009,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,NO,Norway,2019,,25741,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,NO,Norway,2020,,17151,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,NO,Norway,2021,,22900,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,NO,Norway,2022,,59813,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,NO,Norway,2023,,57521,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,PL,Poland,2013,,89269,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,PL,Poland,2014,,102644,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,PL,Poland,2015,,127901,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,PL,Poland,2016,,112012,,ep,"estimated, provisional",,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,PL,Poland,2017,,93544,,ep,"estimated, provisional",,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,PL,Poland,2018,,113315,,ep,"estimated, provisional",,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,PL,Poland,2019,,129629,,ep,"estimated, provisional",,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,PL,Poland,2020,,98655,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,PL,Poland,2021,,130364,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,PL,Poland,2022,,175952,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,PL,Poland,2023,,206327,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,PT,Portugal,2020,,61296,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,PT,Portugal,2021,,62421,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,PT,Portugal,2022,,131930,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,PT,Portugal,2023,,154672,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,RO,Romania,2013,,28036,,e,estimated,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,RO,Romania,2014,,33114,,e,estimated,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,RO,Romania,2015,,34266,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,RO,Romania,2016,,44393,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,RO,Romania,2017,,67629,,e,estimated,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,RO,Romania,2018,,75464,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,RO,Romania,2019,,101919,,e,estimated,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,RO,Romania,2020,,69302,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,RO,Romania,2021,,90781,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,RO,Romania,2022,,178482,,e,estimated,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,RO,Romania,2023,,182621,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SE,Sweden,2013,,80707,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SE,Sweden,2014,,89929,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SE,Sweden,2015,,96575,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SE,Sweden,2016,,124282,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SE,Sweden,2017,,104249,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SE,Sweden,2018,,95900,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SE,Sweden,2019,,83430,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SE,Sweden,2020,,55125,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SE,Sweden,2021,,60118,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SE,Sweden,2022,,64059,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SE,Sweden,2023,,56409,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SI,Slovenia,2013,,9399,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SI,Slovenia,2014,,9227,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SI,Slovenia,2015,,11215,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SI,Slovenia,2016,,11726,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SI,Slovenia,2017,,13868,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SI,Slovenia,2018,,22789,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SI,Slovenia,2019,,26281,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SI,Slovenia,2020,,25007,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SI,Slovenia,2021,,18613,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SI,Slovenia,2022,,31026,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SI,Slovenia,2023,,28842,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SK,Slovakia,2013,,1679,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SK,Slovakia,2014,,1782,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SK,Slovakia,2015,,2198,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SK,Slovakia,2016,,2486,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SK,Slovakia,2017,,2554,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SK,Slovakia,2018,,2557,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SK,Slovakia,2019,,2777,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SK,Slovakia,2020,,2263,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SK,Slovakia,2021,,1839,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SK,Slovakia,2022,,1880,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,SK,Slovakia,2023,,2519,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,UK,United Kingdom,2013,,306377,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,UK,United Kingdom,2014,,345170,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,UK,United Kingdom,2015,,336167,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,UK,United Kingdom,2016,,316457,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,UK,United Kingdom,2017,,383551,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,UK,United Kingdom,2018,,378455,,p,provisional,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,NEU27_2020_FOR,Non-EU27 countries (from 2020) nor reporting country,NR,Number,UK,United Kingdom,2019,,472938,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,TOTAL,Total,NR,Number,AT,Austria,2013,,101866,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,TOTAL,Total,NR,Number,AT,Austria,2014,,116262,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,TOTAL,Total,NR,Number,AT,Austria,2015,,166323,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,TOTAL,Total,NR,Number,AT,Austria,2016,,129509,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,TOTAL,Total,NR,Number,AT,Austria,2017,,111801,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,TOTAL,Total,NR,Number,AT,Austria,2018,,105633,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,TOTAL,Total,NR,Number,AT,Austria,2019,,109167,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,TOTAL,Total,NR,Number,AT,Austria,2020,,103565,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,TOTAL,Total,NR,Number,AT,Austria,2021,,118511,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,TOTAL,Total,NR,Number,AT,Austria,2022,,201622,,,,,
dataflow,ESTAT:MIGR_IMM12PRV(1.0),Immigration by broad group of country of previous residence,A,Annual,TOTAL,Total,NR,Number,AT,Austria,2023,,147591,,,,,
